ID,program,agency,address,city,state,zip,district,phone,fax,tdd,email,web,duration,description,eligibility,days,hours,ages,fees,access,translation,computer,leadership,leadershipage,appdeadline,requirements,translator,bus,locations,bart,volunteer,logo,minage,contactemail,photo,download,contact,contactphone,password,user,approved,other,notes,provider,mapaddress,services
300,AASK-Adopt a Special Kid,Non-profit/private,"7700 Edgewater Dr,Bldg B,#320  Oakland, CA  94621",,CA,94621,,(510)553-1748,(510)553-1747,,andrea@aask.org,www.aask.org,,"Contact: Vali Ebert/Andrea Schneider

A licensed non-profit adoption/foster care and family service agency that finds families for children from foster care to permanent adoptive family.  Facilitates cooperative placements with child custody agencies.  Adoption subsidies may be available.  Offers monthly adoption workshops.  Call for reservations.",Must be age 21 or over to adopt a child,Monday-Friday,9am-5:30pm,"0-5, 6-12, 13-18",None,"Wheelchair access, Restrooms wheelchair accessible",English,,,,Apply by phone for information,,,AC Transit line 98 stops with in 1 block,,Coliseum/Oakland Airport,,,,andrea@aask.org,,,Vali Ebert/Andrea Schneider,(510)553-1748,,,Yes,,ka,,7700 Edgewater Dr 94621,Family Support/Counseling
301,Ability Resource Center,private,"2955 Shattuck Ave, #8  Berkeley, CA  94705",Berkeley,CA,94705,,(510)595-5548,(510)932-6374,,glenn@abilityrc.com,www.abilityresourcecenter.com,,"Contact: Glenn Gelfenbein

Mental health counseling for adults and children with learning and attentional differences(learning disabilities and attention deficit disorders) and their families.  Provideds several psycho-educational group programs for adults and adolescents.  Offers free parent support group.  Also offers educational presentations and lectures.",,Monday-Friday,9am-8pm,"0-5, 6-12, 13-18",None,,English,,,,,,,"AC Transit lines 6,15 and F stop within 2 blocks",,,,,,glenn@abilityrc.com,,,Glenn Gelfenbein,(510)595-5548,,,Yes,,ka,Community-Based Agency,2955 Shattuck Ave  94705,"Education/Academic Support, Family Support/Counseling"
302,Access for Infants and Mothers Program(AIM),,"PO Box 15559  Sacramento, CA  95882-0559",,CA,,,(800)433-2611,(888)889-9238,,,www.aim.ca.gov,Year Round,"Contact: Lesley Cummings

State sponsored, low-cost health insurance that provides full medical benefits to middle income, pregnant women and their newborns.  Covers pregnant women until 60 days after delivery and newborns for up to two years. Not a Medi-Cal program.","Pregnant woman, must meet financial criteria","Monday-Friday,Saturday","8:00am-8pm,8:00am-5:00pm",,1.5% of total family income,,"English, Spanish",,,,,,Yes,,,,,,,,,,"Lesley Cummings, Executibe Director",(800)433-2611,,,Yes,,ka-800# reception unable to verify contact info,,,"Family Support/Counseling, Health/Wellness"
303,ACCESS Program-Women's Health Rights Coalition,private,"PO Box 3609  Oakland,CA  94609",Oakland,CA,94609,,"(800)376-4636 (800)376-INFO, (888)442-2237 Espanol",(510)923-0014,,,www.whrc-access.org,,"Contact: Jennifer Parker/Alma Avila-Pilchman

ACCESS is a pro-choice peer-based hotline providing advocacy, support, information and referrals to women and their partners looking for reproductive health care services such as abortion, contraception, perinatal care, routine gynelogical care, health insurance, and more.

ACESS provides practical support such as transportation, housing, childcare, financial and emotional support through a network to women facing barriers to timely, qaulity abortion services.",None,Monday-Friday,10:00am-5:00pm,13-18,None,,"English, Spanish",,,,,,,,,,Yes,,call for more info,,,,"Jennifer Parker,Exec Dir/Alma Avila-Pilchman,Coord",(510)923-0739,,,Yes,,ka,Community-Based Agency,,"Education/Academic Support, Family Support/Counseling, Health/Wellness, Youth Leadership/Volunteer"
304,Alameda Alliance for Health,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,ka,,,
305,Alameda Boys and Girls Club,,"2900 Main Street, Suite 3201",Alameda,CA,94501,,(510) 522-4900,(510) 522-3320,,tamar@alamedabgc.org,www.alamedabgc.org,Year Round,"We are the Alameda Boys and Girls Club, the positive place for kids. Our mission is to inspire and enable all youth, especially those from disadvantaged cicumstances, to realize their full potential as productive, responsible and caring people. We are here to help our youth by providing them with hands on motivational programming that will positively affect our youth's future in becoming good people in our communities. 

Boys & Girls Clubs offer that and more. Club programs and services promote and enhance the development of boys and girls by instilling a sense of competence, usefulness, belonging and influence. 

Boys & Girls Clubs are a safe place to learn and grow ? all while having fun. They are truly The Positive Place For Kids.","youth, age 7-18","MWF, Tuesday and Thursday","3:00pm - 8:00pm, 6:00 - 9:00pm","6-12, 13-18",,,,,,,,,,,,,Yes,,,tamar@alamedabgc.org,,,"Tamar Lowell, Office Manager",,,,Yes,,"used web, unbale to reach Tamar or live person-DONE",,"2900 Main Street, 94501","Athletics, Cultural/Arts, Education/Academic Support, Health/Wellness, Recreational/Social"
306,Alameda City Recreation and Parks Department,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Alameda County CASA program,,,,CA,,,,,,,,,Court Appointed Special Advocate Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Alameda County Child Abuse Prevention Council,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Alameda County Dept. of Child Support Services,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Alameda County Health Care Services Agency,,,,CA,,,,,,,,,"Alameda County Medical Center, Highland Campus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Alameda County/Sexual Assault Center,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
313,Alameda County/John George Psychiatric Pavilion,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Alameda County/ACCESS Program,,,,CA,,,,,,,,,"The ACCESS Program is a countywide program designed to facilitate,through appropriate referrals,timely access to mental health,alcohol and other drug treatment services for residents of Alameda County.",,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,ka,,,
315,Alameda County/Adult Community Support Center,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,ka,,,
316,Alameda County/Alameda Children's Services,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Alameda County/Child and Youth Crisis Team,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Alameda County/Children's Specialized Services,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
319,Alameda County/Eden Children's Services,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Alameda County/Oakland Children's Services,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Alameda County/Tobacco Control Program,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Alameda County/WIC Program,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Alameda County/HIV and Hepatitis C Testing Program,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Alameda County/Immunization Assistance Program,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Alameda County/California Children Services,,"1000 Broadway, Suite 500",Oakland,CA,94607,,,,,,,,"A statewide program of specialized medical care and rehabilitation for handicapped children whose families are unbale to provide for such services.  Works with families to obtain the services necessary to bring about maximum physical, mental, social and educational development of their child.  Reviews medical and socail problems of children to determine need and eligibility for services.  Provides financial assistance to obtain comprehensive medical care. Direct services include diagnostic and treatment services.  Related activities include case finding, maintenance of high standards, and case management.  Children are eligible for free diagnostic services under certain conditions. Diagnostics services include medical and other examinations.  Treatment services include physician services, medicines, hospital and surgical care, physical and occupational therapy, orthodontic program, laboratory tests, xrays, appliances and other rehabilitative services.  Case management arranges care, assists in coordination of appointment schedules, locates resources and answers questions regarding the porgram, insurance coverage or related problems.",,,,,"medi-cal, private insurance accepted",,,,,,,,,,,,,,,,,,,,,,Yes,,,,1000 Broadway  94607,
326,"Alameda County/Child Health,Disability Prevention",,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Alameda County/Developmental Disabilities Council,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Alameda County/Developmental Disabilities Council,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,"Alameda County/Maternal, Child & Adolescent Health",,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Alameda County/Public Health Clearinghouse,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Alameda County/Improving Pregnancy Outcomes Prog.,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Alameda County Homeless Youth Collaborative,,3800 Coolidge Ave,Oakland,CA,94602,,"(510) 532-3234, (510) 652-4411","(510) 532-3334, (510) 488-1960",,,,Year Round,"Seeks to intervene in the early stages of homelessness in order to assist youth and young adults in overcoming the causes of homelessness.
Provides vocational assessment and training, individual and group counseling, case management, recreational activities, transitional housing programs, substance use counseling, life skills training, hygiene supplies, money management, mentorship, health education and referrals to health services, and peer empowerment and youth advocacy. Shower available at East Oakland Youth Drop-In Center.
The collaborative operates five transitional housing programs.",,Monday-Friday,9:00am-5:00pm,13-18,None,,"English, Spanish",,,,,"Age 13-25, homeless and low income",,,"Berkeley, Oakland",,,,,,,,Kara,(510) 652-4411,,,Yes,,DONE 051206,,3800 Coolidge ave  94602,"Family Support/Counseling, Mentoring"
333,Alameda County Lead Poisoning Prevention Program,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Highland Outpatient Substance Abuse Program,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Alameda County Probation Department,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,"Alameda County Public Defender's Office, Oakland",,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Alameda County/Adoptions Program,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Alameda County/Children & Family Services Dept.,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
339,Alameda County/Dept. of Public Guardian/Conserv.,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Alameda County/Medi-Cal,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Alameda County/General Assistance,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Alameda County/Food Stamps,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Alameda County/Temp. Assistance to Needy Families,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Alameda County/Family Court Services,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Alameda County/Dependency Mediation Program,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Alameda County/Family Law Facilitator,,,,CA,,,,,,,,,Alameda County/Narcotics Anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,George P. Scotlan Youth and Family Center,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Alameda Even Start Family Literacy Program,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Alameda Food Bank,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Alameda-Contra Costa Transit(AC Transit),,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,"Alcoholics Anonymous East Bay Intergroup, Inc.",,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,"Alta Bates Medical Center,Adolescent Program",,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
353,Alta Bates-Mental Health & Dual Diagnosis Services,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Alta Bates Summit Medical Center,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Alta Bates Summit/East Bay AIDS Center,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,"Alta Bates Summit,MPI Chemical Dependency",,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,American Red Cross Bay Area Chapter,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Ariel Outreach Mission,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Asian Health Services,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,In-Home Care and Companionship,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
361,Reach for Learning,Bay Area Learning Disability Foundation,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Bay Area Psychotherapy Services(BAPS),,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
363,Bay Area Sisters and Allies,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Bay Area Women Against Rape(BAWAR),,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Bay Center Associates for Educational Services,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Berkeley Addiction Treatment Services,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Berkeley Food and Housing Project,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Berkeley Food Pantry,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Berkeley Information Network(BIN),Berkeley Public Library,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Berkeley Therapy Institute,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,East Oakland Recovery Center,Bi-Bett Corporation,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Birthways,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Black Adoption Placement and Research Center,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Buena Vidas Youth Ranch,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Building Futures with Women and Children,,,,CA,,,(866)292-9688 (A-Way-Out),(510)357-0688,,,www.bfwc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
376,East Bay Counseling Choices,CA Assoc. of Marriage & Family Therapists,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
377,Alameda County Dental Society,California Dental Association,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,California Police Activities League,,,,CA,,,(510)544-4300,(510)544-4350,,,www.calpal.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
379,Psychological Services Center(PSC),CA school of Professional Psychology(CSPP),,,CA,,,,,,,,"Fall, Spring, Summer",,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
380,Youth Employment Opportunity Program,CA State Employment Development Department(EDD),,,CA,,,(510)259-3512,,,,,,Career tryout,,,,,,,,,,,,,,AC Transit 62 and 82 within 1 block,,Lake Merritt,Yes,,community service program,,,,"Michele Clark, Denis Smith, Angela Chan",,,,Yes,,,,,
381,Canaan Place,,,,CA,,,(510)985-2928,(510)2752,,,canaanpalce.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
382,Center for the Education of the Infant Deaf,,,,CA,,,(510)848-4800,(510)848-4801,(510)848-4801,,www.ceid.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
383,Central American Refugee Committee,,,,CA,,,(510) 533-8140,(510) 533-5742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
384,"Cerebral Palsy Center for the Bay Area, Inc.",,,,CA,,,(510)531-3323,(510)531-2990,,,www.cpcoak.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
385,Child Abuse Prevention Agency,,,,CA,,,(510)657-2272,(510)657-6818,,,www.capakids.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
386,Child Care Links,,,,CA,,,(510)268-0106,(510)268-0548,,,www.childcarelinks.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
388,"Children's Home Society of CA, Oakland Program",,,,CA,,,(510)267-1860,(510)267-1865,,,www.chs-ca.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
389,Children's Hospital/Parent-Infant Program,,,,CA,,,(510)428-3408,(510)238-9764,,,www.childrenshospitaloakland.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
390,Children's Hospital/Center for Child Protection,,,,CA,,,(510)428-3742,(510)450-5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
391,Children's Hospital/Ctr for the Vulnerable Child,,,,CA,,,(510)428-3783,(510)601-3913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
392,Children's Hospital/Pediatric AIDS/HIV Program,,,,CA,,,(510)428-3393,(510)601-3957,,,www.childrenshospitaloakland.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
393,Children's Hospital/Teen Clinic,,,,CA,,,(510)428-3226,(510)428-3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
394,Children's Hospital/Department of Psychiatry,,,,CA,,,"(510)428-3010, (510)428-3000",(510)601-3973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
395,Children's Hospital Oakland/Southeast Asian Clinic,,,,CA,,,(510)428-3226,(510)597-7002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
396,City of Berkeley/Public Health Clinic,,,,CA,,,(510)981-5350,(510)981-5385,,,www.ci.berkeley.ca.us/public health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
397,Community Child Care Coordinating Council(4C's),,,,CA,,,(510)582-2182,(510)582-1552,,,www.4c-alameda.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
398,Compassionate Friends,,,,CA,,,(510)835-3579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
400,Covenant House Nineline,,,,CA,,,(800)999-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
401,Creative Growth Art Center,,,,CA,,,(510)836-2340,(510)836-0769,,,www.creativegrowth.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
402,Crisis Support Services of Alameda County,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,ka,,,,
403,Davis Street Family Resource Center,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
404,Deaf Counseling Advocacy and Referral Agency,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
405,Diversity Works,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
406,"Youth Court, Donald P. McCullum",,"337 17th St., Suite 205",Oakland,CA,94612,,(510) 832-5858,(510) 834-4421,,,www.youthcourt.org,Year Round,"Diversion/Youth Law Program

Offers a variety of court related programs for youth, age 12-18.  Programs include paid internships, Youth Court Jurors, Youth Court Attorneys and Youth Court Bailiffs/Court Clerks.",,Monday-Friday,9:00am-5:00pm,"6-12, 13-18",None,,"English, Spanish",,"Internship, Paid Positions",,,"Youth, age 11-17",,,,,,,,,,,Rudy,,,,Yes,,ka - faxed 051206,,337 17th St.  94612,
407,Job Corps,"Dynamic Educational Systems, Inc.",,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
408,East Bay Community Recovery Project,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
409,Project Pride,East Bay Community Recovery Project,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
411,East Bay Perinatal Medical Associates-Fruitvale,,,,CA,,,(510)437-8060,(510)869-6225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
412,"East Bay Vietnamese Association, Inc.",,,,CA,,,(510)533-4224,(51)533-4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
413,East Oakland Community Project,shelter,5725 International Blvd.,Oakland,CA,94621,,(510)532-3211,(510)532-2112,,,,Year Round,"Provides shelter and other services for homeless men, women and families (total of 105 beds).  Offers three meals per day to shelter residents.  Also offers on-site case management, substance abuse/mental health counseling.  Provides referrals to agencies offering direct services not provided by the shelter.  Residents are required to participate in a mandatory savings program and perform daily chores.  For information on intake, call Monday-Friday, 9-4.  Maximum stay is 30 days with possible extension.

EOCP residents can apply for Alameda County Shelter Plus Care Program.  Also provides support services for clients in the program.  Has 5 dedicated beds for Shelter Plus Care clients who are waiting for housing, 21 dedicated beds for people living with HIV/AIDS.",None,7 days a week,24 hours a day,,vary according to income,,English,,,,,,,AC Transit 82 and 56 within 1 block,,Coliseum/Oakland Airport,,,,,,,"Kim Parrish, Program Director",(510) 532-3211,,,Yes,,DONE -called 041206ka,Community-Based Agency,5725 International Blvd  94621,Family Support/Counseling
414,East Oakland Switchboard,,1909 73rd Ave.,Oakland,CA,94621,,(510)569-6369,(510)569-7486,,,,Year Round,"Provides information and referral services and emergency food boxes to persons with a Social Services Agency referral.  Participants can receive food twice weekly or every three days, depending upon Social Services Agency referral.

Offers some welfare advocacy.  Depending on the availability of funding, takes names periodically throughout the year for people who need money for Critical Family Needs and/or Housing Assistance.

Also offers free clothing for men, women and children.  Accepts donations of clean and usable clothing, disposable diapers and non-perishable foods.  Donations must be brought to the program.  No furniture is accepted as there is limited space for storage of donated items.",,Monday-Friday,10:00am-5:00pm,,,,,,,,,Must have referral from Social Services Agency to receive food,,AC Transit line 58 within 1 block,,,,,,,,,"Gloria Perkins, Director",(510) 569-7486,,,Yes,,DONE-041206ka,,1909 73rd Ave.  94621,
415,Easter Seals Bay Area,,"180 Grand Ave., Suite 300",Oakland,CA,94612,,(510) 835-2131,(510) 444-2470,,,eastersealsbayarea.org,Year Round,"THE EARLY INTERVENTION PROGRAM delivers in-home services designed to meet the individual needs of children from birth to age three, who have a disability or are at risk for developmental delays.  Please call 510-835-2131, EXT 161 for more information.

THE AFTER-SCHOOL PROGRAM offers a comprehensive and creative approach to recreation, education, and socialization services for youth with developmental disabilities, ranging in age from 5 to 22 years.  Services are provided in Dublin, 925-828-8857 and San Jose, 408-295-0228.

CHILD DEVELOPMENT CENTER places children of all physical, emotional and academic abilities in the same learning environment, with individualized attention and developmentally appropriate learning activities.  Services are provided at the Easter Seals Child Development Center in San Francisco, 415-744-8754.",varies according to service,Monday-Friday,8:30am-5:00pm,"0-5, 6-12, 13-18",vary according to income,"Wheelchair access, Restrooms wheelchair accessible","Spanish, Chinese, Vietnamese",,,,,,,"AC Transit 11,12,15,35X,36X,40,43,51,58,58X,59,72,73","Dublin, San Francisco, San Jose, Oakland",19th St. Oakland,Yes,,,,,,Joy Sarraga,(510) 835-2131,,,Yes,,DONE-used bk 041206ka,,180 Grand Ave.  94612,"Education/Academic Support, Family Support/Counseling, Health/Wellness, Recreational/Social"
416,Elizabeth House,,6423 Colby St.,Oakland,CA,94618,,(510) 658-1380,(510) 653-4256,,,www.oakehouse.org,,"Contact: Francel D'Andrea

Offers a resident-directed transitional housing program to single women and women with children.  Has room for 9 families who live communally, enjoying peer support, excursions and activities.  Provides some food (primarily for the evening meal), but residents supplement this with their own food.

Allows residents to stay, on average, 12 months, but evaluates them every three months.  Assesses each client?s efforts to meet agreed-upon benchmarks.  Requires residents to attend weekly house meetings and complete the cooking and chore obligations.

Requires residents with substance abuse issues to be at least 6 months clean and sober and to attend outside group meetings addressing substance abuse issues.

Requires all mothers to attend a monthly on-site parenting group and to participate with their children in after-school homework club.",,Monday-Friday,9:00am-5:00pm,,$330 to $440 depending on family size. Rent includes some meals.,,English,,,,,"Low-income women, age 18 or over",,"AC Transit lines 17,40,40L,51, and 64 w/in 3 blocks",,,Yes,,,,,,"Contact: Francel D'Andrea, Director",(510) 658-1380,,,Yes,,DONE-041206ka,,6423 Colby St.  94618,Family Support/Counseling
417,Families That Care,,1404 8th St.,,CA,94607,,(510)433-1477,(510)433-1482,,,,Year Round,"Contact: Lobart Totty, Executive Director

Foster care agency offering recruitment, training and certification of foster parents as well as social work to the foster children, foster families and birth parents.  Referral to counseling services also available to children and adolescents in the general community.

Social work services include individual case planning, weekly home visits, respite childcare, 24-hour crisis intervention family reunification services.  

Provides therapeutic interventions to adults, adolescents and children using methods of long-term psychotherapy, grief counseling as well as art and play therapy.  Also offers parenting workshops.  Issues addressed for adults and children include abuse, neglect, separation, divorce, self-esteem, behavior problems, violent crime, peer and family relationships, bereavement, depression, parenting, aging, sexual identity and stress management.

Services are provided by graduate level social workers and interns.",,Monday-Friday,9:00am-5:00pm,"0-5, 6-12, 13-18","Vary. Medi-Cal, private insurance accepted",,"English, Spanish",,,,,"Foster parent, age 27 or over, who meets agency and state requirements. Foster child age 18 or under.",,AC Transit line 13 within 1 block,,,,,,,,,"Lobart Totty, Exec Director",(510) 433-1472,,,Yes,,DONE-msg-041206ka,,1404 8th St.  94607,Family Support/Counseling
418,Family and Friends of Murder Victims,,PO Box 11624,Oakland,CA,94611,,(510) 895-9440,,,,www.ffmv.com,Year Round,"A self-help support organization made up of families who have lost a son or daughter through a violent death, in addition to other people who have lost a loved one through homicide.  Information, emotional support and contact with other survivors is offered at informal monthly group meetings, by telephone and by mail.  Victims are offered assistance in understanding and coping with their grief, the criminal justice system and other special problems faced by survivors of a violent death.  Also publishes a monthly newsletter.",,7 days a week,24 hours a day - answering machine,,,"Wheelchair access, Restrooms wheelchair accessible, Sign language interpreter upon request","English, Spanish",,,,,"Must be a friend, family member, friend, close neighbor or witness to the aftermath of a murder",Contact agency,"AC Transit line 6,59 and 59A stop within 1 block",,MacArthur,,,,,,,Jo Ann Benford,(510) 895-9440,,,Yes,,DONE -msg 041206ka,,,Family Support/Counseling
